layer,k,scenario_id,control_type,ablation_mode,normal_margin,intervened_margin,delta_toward_yes,normal_decision,intervened_decision,no_to_yes_flip
27,10,106566,random_neurons_0,mean,-0.1875,-0.1875,0.0,No,No,False
27,10,106702,random_neurons_0,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,106703,random_neurons_0,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,100034,random_neurons_1,mean,-0.8125,-0.8125,0.0,No,No,False
27,10,100185,random_neurons_1,mean,-0.65625,-0.6875,-0.03125,No,No,False
27,10,100206,random_neurons_1,mean,-0.25,-0.28125,-0.03125,No,No,False
27,10,100394,random_neurons_1,mean,-0.0625,-0.09375,-0.03125,No,No,False
27,10,100459,random_neurons_1,mean,-1.875,-1.875,0.0,No,No,False
27,10,100505,random_neurons_1,mean,-0.78125,-0.78125,0.0,No,No,False
27,10,100747,random_neurons_1,mean,-0.28125,-0.28125,0.0,No,No,False
27,10,100791,random_neurons_1,mean,-0.59375,-0.59375,0.0,No,No,False
27,10,100798,random_neurons_1,mean,-0.1875,-0.1875,0.0,No,No,False
27,10,100850,random_neurons_1,mean,-0.34375,-0.3125,0.03125,No,No,False
27,10,100919,random_neurons_1,mean,-0.1875,-0.1875,0.0,No,No,False
27,10,100921,random_neurons_1,mean,-0.78125,-0.78125,0.0,No,No,False
27,10,100927,random_neurons_1,mean,-0.40625,-0.40625,0.0,No,No,False
27,10,100962,random_neurons_1,mean,-0.25,-0.28125,-0.03125,No,No,False
27,10,101109,random_neurons_1,mean,-1.125,-1.09375,0.03125,No,No,False
27,10,101157,random_neurons_1,mean,-0.84375,-0.875,-0.03125,No,No,False
27,10,101397,random_neurons_1,mean,0.0,0.0,0.0,No,No,False
27,10,101521,random_neurons_1,mean,-0.34375,-0.375,-0.03125,No,No,False
27,10,101559,random_neurons_1,mean,-0.03125,-0.03125,0.0,No,No,False
27,10,101582,random_neurons_1,mean,-1.15625,-1.1875,-0.03125,No,No,False
27,10,101660,random_neurons_1,mean,-2.84375,-2.875,-0.03125,No,No,False
27,10,101678,random_neurons_1,mean,-1.15625,-1.1875,-0.03125,No,No,False
27,10,101979,random_neurons_1,mean,-0.0625,-0.09375,-0.03125,No,No,False
27,10,101985,random_neurons_1,mean,-0.96875,-1.03125,-0.0625,No,No,False
27,10,102112,random_neurons_1,mean,-0.53125,-0.5625,-0.03125,No,No,False
27,10,102183,random_neurons_1,mean,-0.59375,-0.625,-0.03125,No,No,False
27,10,102187,random_neurons_1,mean,-0.03125,-0.0625,-0.03125,No,No,False
27,10,102242,random_neurons_1,mean,-2.15625,-2.1875,-0.03125,No,No,False
27,10,102269,random_neurons_1,mean,-0.34375,-0.375,-0.03125,No,No,False
27,10,102285,random_neurons_1,mean,-1.15625,-1.1875,-0.03125,No,No,False
27,10,102334,random_neurons_1,mean,-0.875,-0.90625,-0.03125,No,No,False
27,10,102393,random_neurons_1,mean,-0.75,-0.78125,-0.03125,No,No,False
27,10,102470,random_neurons_1,mean,-1.0,-1.03125,-0.03125,No,No,False
27,10,102559,random_neurons_1,mean,-0.3125,-0.34375,-0.03125,No,No,False
27,10,102596,random_neurons_1,mean,-0.40625,-0.4375,-0.03125,No,No,False
27,10,102600,random_neurons_1,mean,-0.40625,-0.40625,0.0,No,No,False
27,10,102646,random_neurons_1,mean,-0.34375,-0.375,-0.03125,No,No,False
27,10,102648,random_neurons_1,mean,-0.03125,0.0,0.03125,No,No,False
27,10,102663,random_neurons_1,mean,-0.40625,-0.4375,-0.03125,No,No,False
27,10,102704,random_neurons_1,mean,-0.65625,-0.65625,0.0,No,No,False
27,10,102734,random_neurons_1,mean,-0.25,-0.25,0.0,No,No,False
27,10,102761,random_neurons_1,mean,-1.1875,-1.21875,-0.03125,No,No,False
27,10,102770,random_neurons_1,mean,-0.25,-0.28125,-0.03125,No,No,False
27,10,102782,random_neurons_1,mean,-0.09375,-0.09375,0.0,No,No,False
27,10,102833,random_neurons_1,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,102946,random_neurons_1,mean,-1.125,-1.15625,-0.03125,No,No,False
27,10,102969,random_neurons_1,mean,-0.40625,-0.4375,-0.03125,No,No,False
27,10,103124,random_neurons_1,mean,-0.90625,-0.96875,-0.0625,No,No,False
27,10,103156,random_neurons_1,mean,-0.375,-0.40625,-0.03125,No,No,False
27,10,103239,random_neurons_1,mean,-0.375,-0.4375,-0.0625,No,No,False
27,10,103354,random_neurons_1,mean,-0.71875,-0.71875,0.0,No,No,False
27,10,103377,random_neurons_1,mean,-0.09375,-0.125,-0.03125,No,No,False
27,10,103382,random_neurons_1,mean,-1.5,-1.5,0.0,No,No,False
27,10,103470,random_neurons_1,mean,-0.25,-0.28125,-0.03125,No,No,False
27,10,103582,random_neurons_1,mean,-0.53125,-0.53125,0.0,No,No,False
27,10,103628,random_neurons_1,mean,-0.5625,-0.5625,0.0,No,No,False
27,10,103671,random_neurons_1,mean,-1.96875,-2.0,-0.03125,No,No,False
27,10,103672,random_neurons_1,mean,-0.375,-0.375,0.0,No,No,False
27,10,103691,random_neurons_1,mean,-0.1875,-0.21875,-0.03125,No,No,False
27,10,103766,random_neurons_1,mean,-0.625,-0.65625,-0.03125,No,No,False
27,10,103792,random_neurons_1,mean,-0.28125,-0.28125,0.0,No,No,False
27,10,103847,random_neurons_1,mean,-0.46875,-0.5,-0.03125,No,No,False
27,10,103920,random_neurons_1,mean,-0.28125,-0.28125,0.0,No,No,False
27,10,103971,random_neurons_1,mean,-0.90625,-0.90625,0.0,No,No,False
27,10,103998,random_neurons_1,mean,-0.65625,-0.65625,0.0,No,No,False
27,10,104043,random_neurons_1,mean,-0.78125,-0.8125,-0.03125,No,No,False
27,10,104083,random_neurons_1,mean,-0.84375,-0.875,-0.03125,No,No,False
27,10,104114,random_neurons_1,mean,-1.0625,-1.09375,-0.03125,No,No,False
27,10,104217,random_neurons_1,mean,-0.5625,-0.5625,0.0,No,No,False
27,10,104248,random_neurons_1,mean,-0.84375,-0.875,-0.03125,No,No,False
27,10,104384,random_neurons_1,mean,-2.25,-2.28125,-0.03125,No,No,False
27,10,104463,random_neurons_1,mean,-0.4375,-0.46875,-0.03125,No,No,False
27,10,104514,random_neurons_1,mean,-2.28125,-2.3125,-0.03125,No,No,False
27,10,104537,random_neurons_1,mean,-0.3125,-0.3125,0.0,No,No,False
27,10,104606,random_neurons_1,mean,-0.03125,-0.0625,-0.03125,No,No,False
27,10,104688,random_neurons_1,mean,-0.4375,-0.4375,0.0,No,No,False
27,10,104689,random_neurons_1,mean,-2.4375,-2.4375,0.0,No,No,False
27,10,104828,random_neurons_1,mean,-0.125,-0.15625,-0.03125,No,No,False
27,10,104957,random_neurons_1,mean,-0.40625,-0.4375,-0.03125,No,No,False
27,10,105160,random_neurons_1,mean,-0.8125,-0.8125,0.0,No,No,False
27,10,105315,random_neurons_1,mean,-0.875,-0.90625,-0.03125,No,No,False
27,10,105478,random_neurons_1,mean,-0.96875,-1.0,-0.03125,No,No,False
27,10,105569,random_neurons_1,mean,-0.25,-0.28125,-0.03125,No,No,False
27,10,105659,random_neurons_1,mean,-0.5625,-0.59375,-0.03125,No,No,False
27,10,105724,random_neurons_1,mean,-0.15625,-0.1875,-0.03125,No,No,False
27,10,105789,random_neurons_1,mean,-0.78125,-0.8125,-0.03125,No,No,False
27,10,105796,random_neurons_1,mean,-0.03125,-0.0625,-0.03125,No,No,False
27,10,105798,random_neurons_1,mean,-0.75,-0.78125,-0.03125,No,No,False
27,10,105953,random_neurons_1,mean,-0.25,-0.25,0.0,No,No,False
27,10,106145,random_neurons_1,mean,-1.90625,-1.90625,0.0,No,No,False
27,10,106278,random_neurons_1,mean,-0.65625,-0.6875,-0.03125,No,No,False
27,10,106314,random_neurons_1,mean,-0.5625,-0.59375,-0.03125,No,No,False
27,10,106566,random_neurons_1,mean,-0.1875,-0.21875,-0.03125,No,No,False
27,10,106702,random_neurons_1,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,106703,random_neurons_1,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,100034,random_neurons_2,mean,-0.8125,-0.78125,0.03125,No,No,False
27,10,100185,random_neurons_2,mean,-0.65625,-0.65625,0.0,No,No,False
27,10,100206,random_neurons_2,mean,-0.25,-0.21875,0.03125,No,No,False
27,10,100394,random_neurons_2,mean,-0.0625,-0.0625,0.0,No,No,False
27,10,100459,random_neurons_2,mean,-1.875,-1.875,0.0,No,No,False
27,10,100505,random_neurons_2,mean,-0.78125,-0.78125,0.0,No,No,False
27,10,100747,random_neurons_2,mean,-0.28125,-0.25,0.03125,No,No,False
27,10,100791,random_neurons_2,mean,-0.59375,-0.5625,0.03125,No,No,False
27,10,100798,random_neurons_2,mean,-0.1875,-0.15625,0.03125,No,No,False
27,10,100850,random_neurons_2,mean,-0.34375,-0.3125,0.03125,No,No,False
27,10,100919,random_neurons_2,mean,-0.1875,-0.15625,0.03125,No,No,False
27,10,100921,random_neurons_2,mean,-0.78125,-0.75,0.03125,No,No,False
27,10,100927,random_neurons_2,mean,-0.40625,-0.375,0.03125,No,No,False
27,10,100962,random_neurons_2,mean,-0.25,-0.21875,0.03125,No,No,False
27,10,101109,random_neurons_2,mean,-1.125,-1.09375,0.03125,No,No,False
27,10,101157,random_neurons_2,mean,-0.84375,-0.84375,0.0,No,No,False
27,10,101397,random_neurons_2,mean,0.0,0.03125,0.03125,No,Yes,True
27,10,101521,random_neurons_2,mean,-0.34375,-0.34375,0.0,No,No,False
27,10,101559,random_neurons_2,mean,-0.03125,0.0,0.03125,No,No,False
27,10,101582,random_neurons_2,mean,-1.15625,-1.125,0.03125,No,No,False
27,10,101660,random_neurons_2,mean,-2.84375,-2.84375,0.0,No,No,False
27,10,101678,random_neurons_2,mean,-1.15625,-1.15625,0.0,No,No,False
27,10,101979,random_neurons_2,mean,-0.0625,-0.0625,0.0,No,No,False
27,10,101985,random_neurons_2,mean,-0.96875,-1.0,-0.03125,No,No,False
27,10,102112,random_neurons_2,mean,-0.53125,-0.53125,0.0,No,No,False
27,10,102183,random_neurons_2,mean,-0.59375,-0.5625,0.03125,No,No,False
27,10,102187,random_neurons_2,mean,-0.03125,0.0,0.03125,No,No,False
27,10,102242,random_neurons_2,mean,-2.15625,-2.125,0.03125,No,No,False
27,10,102269,random_neurons_2,mean,-0.34375,-0.34375,0.0,No,No,False
27,10,102285,random_neurons_2,mean,-1.15625,-1.15625,0.0,No,No,False
27,10,102334,random_neurons_2,mean,-0.875,-0.875,0.0,No,No,False
27,10,102393,random_neurons_2,mean,-0.75,-0.75,0.0,No,No,False
27,10,102470,random_neurons_2,mean,-1.0,-1.0,0.0,No,No,False
27,10,102559,random_neurons_2,mean,-0.3125,-0.3125,0.0,No,No,False
27,10,102596,random_neurons_2,mean,-0.40625,-0.375,0.03125,No,No,False
27,10,102600,random_neurons_2,mean,-0.40625,-0.375,0.03125,No,No,False
27,10,102646,random_neurons_2,mean,-0.34375,-0.3125,0.03125,No,No,False
27,10,102648,random_neurons_2,mean,-0.03125,0.0,0.03125,No,No,False
27,10,102663,random_neurons_2,mean,-0.40625,-0.375,0.03125,No,No,False
27,10,102704,random_neurons_2,mean,-0.65625,-0.59375,0.0625,No,No,False
27,10,102734,random_neurons_2,mean,-0.25,-0.25,0.0,No,No,False
27,10,102761,random_neurons_2,mean,-1.1875,-1.21875,-0.03125,No,No,False
27,10,102770,random_neurons_2,mean,-0.25,-0.25,0.0,No,No,False
27,10,102782,random_neurons_2,mean,-0.09375,-0.0625,0.03125,No,No,False
27,10,102833,random_neurons_2,mean,-0.21875,-0.1875,0.03125,No,No,False
27,10,102946,random_neurons_2,mean,-1.125,-1.09375,0.03125,No,No,False
27,10,102969,random_neurons_2,mean,-0.40625,-0.375,0.03125,No,No,False
27,10,103124,random_neurons_2,mean,-0.90625,-0.90625,0.0,No,No,False
27,10,103156,random_neurons_2,mean,-0.375,-0.34375,0.03125,No,No,False
27,10,103239,random_neurons_2,mean,-0.375,-0.375,0.0,No,No,False
27,10,103354,random_neurons_2,mean,-0.71875,-0.6875,0.03125,No,No,False
27,10,103377,random_neurons_2,mean,-0.09375,-0.09375,0.0,No,No,False
27,10,103382,random_neurons_2,mean,-1.5,-1.46875,0.03125,No,No,False
27,10,103470,random_neurons_2,mean,-0.25,-0.25,0.0,No,No,False
27,10,103582,random_neurons_2,mean,-0.53125,-0.5,0.03125,No,No,False
27,10,103628,random_neurons_2,mean,-0.5625,-0.53125,0.03125,No,No,False
27,10,103671,random_neurons_2,mean,-1.96875,-1.96875,0.0,No,No,False
27,10,103672,random_neurons_2,mean,-0.375,-0.34375,0.03125,No,No,False
27,10,103691,random_neurons_2,mean,-0.1875,-0.1875,0.0,No,No,False
27,10,103766,random_neurons_2,mean,-0.625,-0.625,0.0,No,No,False
27,10,103792,random_neurons_2,mean,-0.28125,-0.25,0.03125,No,No,False
27,10,103847,random_neurons_2,mean,-0.46875,-0.46875,0.0,No,No,False
27,10,103920,random_neurons_2,mean,-0.28125,-0.25,0.03125,No,No,False
27,10,103971,random_neurons_2,mean,-0.90625,-0.875,0.03125,No,No,False
27,10,103998,random_neurons_2,mean,-0.65625,-0.625,0.03125,No,No,False
27,10,104043,random_neurons_2,mean,-0.78125,-0.78125,0.0,No,No,False
27,10,104083,random_neurons_2,mean,-0.84375,-0.84375,0.0,No,No,False
27,10,104114,random_neurons_2,mean,-1.0625,-1.0625,0.0,No,No,False
27,10,104217,random_neurons_2,mean,-0.5625,-0.53125,0.03125,No,No,False
27,10,104248,random_neurons_2,mean,-0.84375,-0.84375,0.0,No,No,False
27,10,104384,random_neurons_2,mean,-2.25,-2.25,0.0,No,No,False
27,10,104463,random_neurons_2,mean,-0.4375,-0.4375,0.0,No,No,False
27,10,104514,random_neurons_2,mean,-2.28125,-2.28125,0.0,No,No,False
27,10,104537,random_neurons_2,mean,-0.3125,-0.28125,0.03125,No,No,False
27,10,104606,random_neurons_2,mean,-0.03125,0.0,0.03125,No,No,False
27,10,104688,random_neurons_2,mean,-0.4375,-0.40625,0.03125,No,No,False
27,10,104689,random_neurons_2,mean,-2.4375,-2.40625,0.03125,No,No,False
27,10,104828,random_neurons_2,mean,-0.125,-0.125,0.0,No,No,False
27,10,104957,random_neurons_2,mean,-0.40625,-0.40625,0.0,No,No,False
27,10,105160,random_neurons_2,mean,-0.8125,-0.78125,0.03125,No,No,False
27,10,105315,random_neurons_2,mean,-0.875,-0.875,0.0,No,No,False
27,10,105478,random_neurons_2,mean,-0.96875,-0.96875,0.0,No,No,False
27,10,105569,random_neurons_2,mean,-0.25,-0.21875,0.03125,No,No,False
27,10,105659,random_neurons_2,mean,-0.5625,-0.53125,0.03125,No,No,False
27,10,105724,random_neurons_2,mean,-0.15625,-0.125,0.03125,No,No,False
27,10,105789,random_neurons_2,mean,-0.78125,-0.75,0.03125,No,No,False
27,10,105796,random_neurons_2,mean,-0.03125,-0.03125,0.0,No,No,False
27,10,105798,random_neurons_2,mean,-0.75,-0.75,0.0,No,No,False
27,10,105953,random_neurons_2,mean,-0.25,-0.21875,0.03125,No,No,False
27,10,106145,random_neurons_2,mean,-1.90625,-1.875,0.03125,No,No,False
27,10,106278,random_neurons_2,mean,-0.65625,-0.65625,0.0,No,No,False
27,10,106314,random_neurons_2,mean,-0.5625,-0.5625,0.0,No,No,False
27,10,106566,random_neurons_2,mean,-0.1875,-0.1875,0.0,No,No,False
27,10,106702,random_neurons_2,mean,-0.21875,-0.21875,0.0,No,No,False
27,10,106703,random_neurons_2,mean,-0.21875,-0.21875,0.0,No,No,False
27,20,100034,top_writer_neurons,mean,-0.8125,-0.65625,0.15625,No,No,False
27,20,100185,top_writer_neurons,mean,-0.65625,-0.34375,0.3125,No,No,False
27,20,100206,top_writer_neurons,mean,-0.25,0.03125,0.28125,No,Yes,True
27,20,100394,top_writer_neurons,mean,-0.0625,0.125,0.1875,No,Yes,True
27,20,100459,top_writer_neurons,mean,-1.875,-1.6875,0.1875,No,No,False
27,20,100505,top_writer_neurons,mean,-0.78125,-0.53125,0.25,No,No,False
27,20,100747,top_writer_neurons,mean,-0.28125,-0.03125,0.25,No,No,False
27,20,100791,top_writer_neurons,mean,-0.59375,-0.3125,0.28125,No,No,False
27,20,100798,top_writer_neurons,mean,-0.1875,0.09375,0.28125,No,Yes,True
27,20,100850,top_writer_neurons,mean,-0.34375,-0.03125,0.3125,No,No,False
27,20,100919,top_writer_neurons,mean,-0.1875,0.125,0.3125,No,Yes,True
27,20,100921,top_writer_neurons,mean,-0.78125,-0.59375,0.1875,No,No,False
27,20,100927,top_writer_neurons,mean,-0.40625,-0.125,0.28125,No,No,False
27,20,100962,top_writer_neurons,mean,-0.25,0.0625,0.3125,No,Yes,True
27,20,101109,top_writer_neurons,mean,-1.125,-0.9375,0.1875,No,No,False
27,20,101157,top_writer_neurons,mean,-0.84375,-0.59375,0.25,No,No,False
27,20,101397,top_writer_neurons,mean,0.0,0.3125,0.3125,No,Yes,True
27,20,101521,top_writer_neurons,mean,-0.34375,-0.09375,0.25,No,No,False
27,20,101559,top_writer_neurons,mean,-0.03125,0.34375,0.375,No,Yes,True
27,20,101582,top_writer_neurons,mean,-1.15625,-0.96875,0.1875,No,No,False
27,20,101660,top_writer_neurons,mean,-2.84375,-2.625,0.21875,No,No,False
27,20,101678,top_writer_neurons,mean,-1.15625,-0.84375,0.3125,No,No,False
27,20,101979,top_writer_neurons,mean,-0.0625,0.25,0.3125,No,Yes,True
27,20,101985,top_writer_neurons,mean,-0.96875,-0.6875,0.28125,No,No,False
27,20,102112,top_writer_neurons,mean,-0.53125,-0.34375,0.1875,No,No,False
27,20,102183,top_writer_neurons,mean,-0.59375,-0.25,0.34375,No,No,False
27,20,102187,top_writer_neurons,mean,-0.03125,0.3125,0.34375,No,Yes,True
27,20,102242,top_writer_neurons,mean,-2.15625,-1.84375,0.3125,No,No,False
27,20,102269,top_writer_neurons,mean,-0.34375,-0.15625,0.1875,No,No,False
27,20,102285,top_writer_neurons,mean,-1.15625,-0.90625,0.25,No,No,False
27,20,102334,top_writer_neurons,mean,-0.875,-0.71875,0.15625,No,No,False
27,20,102393,top_writer_neurons,mean,-0.75,-0.4375,0.3125,No,No,False
27,20,102470,top_writer_neurons,mean,-1.0,-0.75,0.25,No,No,False
27,20,102559,top_writer_neurons,mean,-0.3125,0.03125,0.34375,No,Yes,True
27,20,102596,top_writer_neurons,mean,-0.40625,-0.125,0.28125,No,No,False
27,20,102600,top_writer_neurons,mean,-0.40625,-0.125,0.28125,No,No,False
27,20,102646,top_writer_neurons,mean,-0.34375,-0.03125,0.3125,No,No,False
27,20,102648,top_writer_neurons,mean,-0.03125,0.25,0.28125,No,Yes,True
27,20,102663,top_writer_neurons,mean,-0.40625,-0.1875,0.21875,No,No,False
27,20,102704,top_writer_neurons,mean,-0.65625,-0.34375,0.3125,No,No,False
27,20,102734,top_writer_neurons,mean,-0.25,-0.03125,0.21875,No,No,False
27,20,102761,top_writer_neurons,mean,-1.1875,-0.96875,0.21875,No,No,False
27,20,102770,top_writer_neurons,mean,-0.25,0.0625,0.3125,No,Yes,True
27,20,102782,top_writer_neurons,mean,-0.09375,0.1875,0.28125,No,Yes,True
27,20,102833,top_writer_neurons,mean,-0.21875,0.03125,0.25,No,Yes,True
27,20,102946,top_writer_neurons,mean,-1.125,-0.90625,0.21875,No,No,False
27,20,102969,top_writer_neurons,mean,-0.40625,-0.09375,0.3125,No,No,False
27,20,103124,top_writer_neurons,mean,-0.90625,-0.625,0.28125,No,No,False
27,20,103156,top_writer_neurons,mean,-0.375,-0.09375,0.28125,No,No,False
27,20,103239,top_writer_neurons,mean,-0.375,-0.09375,0.28125,No,No,False
27,20,103354,top_writer_neurons,mean,-0.71875,-0.46875,0.25,No,No,False
27,20,103377,top_writer_neurons,mean,-0.09375,0.1875,0.28125,No,Yes,True
27,20,103382,top_writer_neurons,mean,-1.5,-1.28125,0.21875,No,No,False
27,20,103470,top_writer_neurons,mean,-0.25,0.0625,0.3125,No,Yes,True
27,20,103582,top_writer_neurons,mean,-0.53125,-0.25,0.28125,No,No,False
27,20,103628,top_writer_neurons,mean,-0.5625,-0.25,0.3125,No,No,False
27,20,103671,top_writer_neurons,mean,-1.96875,-1.71875,0.25,No,No,False
27,20,103672,top_writer_neurons,mean,-0.375,-0.09375,0.28125,No,No,False
27,20,103691,top_writer_neurons,mean,-0.1875,0.09375,0.28125,No,Yes,True
27,20,103766,top_writer_neurons,mean,-0.625,-0.3125,0.3125,No,No,False
27,20,103792,top_writer_neurons,mean,-0.28125,0.0,0.28125,No,No,False
27,20,103847,top_writer_neurons,mean,-0.46875,-0.125,0.34375,No,No,False
27,20,103920,top_writer_neurons,mean,-0.28125,-0.03125,0.25,No,No,False
27,20,103971,top_writer_neurons,mean,-0.90625,-0.53125,0.375,No,No,False
27,20,103998,top_writer_neurons,mean,-0.65625,-0.375,0.28125,No,No,False
27,20,104043,top_writer_neurons,mean,-0.78125,-0.5,0.28125,No,No,False
27,20,104083,top_writer_neurons,mean,-0.84375,-0.5,0.34375,No,No,False
27,20,104114,top_writer_neurons,mean,-1.0625,-0.8125,0.25,No,No,False
27,20,104217,top_writer_neurons,mean,-0.5625,-0.21875,0.34375,No,No,False
27,20,104248,top_writer_neurons,mean,-0.84375,-0.625,0.21875,No,No,False
27,20,104384,top_writer_neurons,mean,-2.25,-2.0,0.25,No,No,False
27,20,104463,top_writer_neurons,mean,-0.4375,-0.25,0.1875,No,No,False
27,20,104514,top_writer_neurons,mean,-2.28125,-1.96875,0.3125,No,No,False
27,20,104537,top_writer_neurons,mean,-0.3125,-0.03125,0.28125,No,No,False
27,20,104606,top_writer_neurons,mean,-0.03125,0.25,0.28125,No,Yes,True
27,20,104688,top_writer_neurons,mean,-0.4375,-0.1875,0.25,No,No,False
27,20,104689,top_writer_neurons,mean,-2.4375,-2.15625,0.28125,No,No,False
27,20,104828,top_writer_neurons,mean,-0.125,0.1875,0.3125,No,Yes,True
27,20,104957,top_writer_neurons,mean,-0.40625,-0.15625,0.25,No,No,False
27,20,105160,top_writer_neurons,mean,-0.8125,-0.59375,0.21875,No,No,False
27,20,105315,top_writer_neurons,mean,-0.875,-0.5625,0.3125,No,No,False
27,20,105478,top_writer_neurons,mean,-0.96875,-0.6875,0.28125,No,No,False
27,20,105569,top_writer_neurons,mean,-0.25,0.0625,0.3125,No,Yes,True
27,20,105659,top_writer_neurons,mean,-0.5625,-0.28125,0.28125,No,No,False
27,20,105724,top_writer_neurons,mean,-0.15625,0.1875,0.34375,No,Yes,True
27,20,105789,top_writer_neurons,mean,-0.78125,-0.5,0.28125,No,No,False
27,20,105796,top_writer_neurons,mean,-0.03125,0.15625,0.1875,No,Yes,True
27,20,105798,top_writer_neurons,mean,-0.75,-0.46875,0.28125,No,No,False
27,20,105953,top_writer_neurons,mean,-0.25,0.0625,0.3125,No,Yes,True
27,20,106145,top_writer_neurons,mean,-1.90625,-1.59375,0.3125,No,No,False
27,20,106278,top_writer_neurons,mean,-0.65625,-0.4375,0.21875,No,No,False
27,20,106314,top_writer_neurons,mean,-0.5625,-0.3125,0.25,No,No,False
27,20,106566,top_writer_neurons,mean,-0.1875,0.09375,0.28125,No,Yes,True
27,20,106702,top_writer_neurons,mean,-0.21875,-0.09375,0.125,No,No,False
27,20,106703,top_writer_neurons,mean,-0.21875,-0.09375,0.125,No,No,False
27,20,100034,random_neurons_0,mean,-0.8125,-0.8125,0.0,No,No,False
27,20,100185,random_neurons_0,mean,-0.65625,-0.65625,0.0,No,No,False
27,20,100206,random_neurons_0,mean,-0.25,-0.25,0.0,No,No,False
27,20,100394,random_neurons_0,mean,-0.0625,-0.0625,0.0,No,No,False
27,20,100459,random_neurons_0,mean,-1.875,-1.875,0.0,No,No,False
27,20,100505,random_neurons_0,mean,-0.78125,-0.78125,0.0,No,No,False
27,20,100747,random_neurons_0,mean,-0.28125,-0.28125,0.0,No,No,False
27,20,100791,random_neurons_0,mean,-0.59375,-0.59375,0.0,No,No,False
27,20,100798,random_neurons_0,mean,-0.1875,-0.1875,0.0,No,No,False
27,20,100850,random_neurons_0,mean,-0.34375,-0.3125,0.03125,No,No,False
27,20,100919,random_neurons_0,mean,-0.1875,-0.15625,0.03125,No,No,False
27,20,100921,random_neurons_0,mean,-0.78125,-0.78125,0.0,No,No,False
27,20,100927,random_neurons_0,mean,-0.40625,-0.40625,0.0,No,No,False
27,20,100962,random_neurons_0,mean,-0.25,-0.25,0.0,No,No,False
27,20,101109,random_neurons_0,mean,-1.125,-1.09375,0.03125,No,No,False
27,20,101157,random_neurons_0,mean,-0.84375,-0.84375,0.0,No,No,False
27,20,101397,random_neurons_0,mean,0.0,0.0625,0.0625,No,Yes,True
27,20,101521,random_neurons_0,mean,-0.34375,-0.34375,0.0,No,No,False
27,20,101559,random_neurons_0,mean,-0.03125,0.0,0.03125,No,No,False
27,20,101582,random_neurons_0,mean,-1.15625,-1.15625,0.0,No,No,False
27,20,101660,random_neurons_0,mean,-2.84375,-2.84375,0.0,No,No,False
27,20,101678,random_neurons_0,mean,-1.15625,-1.15625,0.0,No,No,False
27,20,101979,random_neurons_0,mean,-0.0625,-0.03125,0.03125,No,No,False
27,20,101985,random_neurons_0,mean,-0.96875,-0.96875,0.0,No,No,False
27,20,102112,random_neurons_0,mean,-0.53125,-0.5625,-0.03125,No,No,False
27,20,102183,random_neurons_0,mean,-0.59375,-0.5625,0.03125,No,No,False
27,20,102187,random_neurons_0,mean,-0.03125,-0.03125,0.0,No,No,False
27,20,102242,random_neurons_0,mean,-2.15625,-2.15625,0.0,No,No,False
27,20,102269,random_neurons_0,mean,-0.34375,-0.34375,0.0,No,No,False
27,20,102285,random_neurons_0,mean,-1.15625,-1.15625,0.0,No,No,False
27,20,102334,random_neurons_0,mean,-0.875,-0.875,0.0,No,No,False
27,20,102393,random_neurons_0,mean,-0.75,-0.75,0.0,No,No,False
27,20,102470,random_neurons_0,mean,-1.0,-1.0,0.0,No,No,False
27,20,102559,random_neurons_0,mean,-0.3125,-0.3125,0.0,No,No,False
27,20,102596,random_neurons_0,mean,-0.40625,-0.40625,0.0,No,No,False
27,20,102600,random_neurons_0,mean,-0.40625,-0.40625,0.0,No,No,False
27,20,102646,random_neurons_0,mean,-0.34375,-0.34375,0.0,No,No,False
27,20,102648,random_neurons_0,mean,-0.03125,0.0,0.03125,No,No,False
27,20,102663,random_neurons_0,mean,-0.40625,-0.40625,0.0,No,No,False
27,20,102704,random_neurons_0,mean,-0.65625,-0.625,0.03125,No,No,False
27,20,102734,random_neurons_0,mean,-0.25,-0.21875,0.03125,No,No,False
27,20,102761,random_neurons_0,mean,-1.1875,-1.1875,0.0,No,No,False
27,20,102770,random_neurons_0,mean,-0.25,-0.25,0.0,No,No,False
27,20,102782,random_neurons_0,mean,-0.09375,-0.09375,0.0,No,No,False
27,20,102833,random_neurons_0,mean,-0.21875,-0.21875,0.0,No,No,False
27,20,102946,random_neurons_0,mean,-1.125,-1.125,0.0,No,No,False
27,20,102969,random_neurons_0,mean,-0.40625,-0.40625,0.0,No,No,False
27,20,103124,random_neurons_0,mean,-0.90625,-0.90625,0.0,No,No,False
27,20,103156,random_neurons_0,mean,-0.375,-0.375,0.0,No,No,False
27,20,103239,random_neurons_0,mean,-0.375,-0.375,0.0,No,No,False
27,20,103354,random_neurons_0,mean,-0.71875,-0.71875,0.0,No,No,False
27,20,103377,random_neurons_0,mean,-0.09375,-0.09375,0.0,No,No,False
27,20,103382,random_neurons_0,mean,-1.5,-1.46875,0.03125,No,No,False
27,20,103470,random_neurons_0,mean,-0.25,-0.25,0.0,No,No,False
27,20,103582,random_neurons_0,mean,-0.53125,-0.5,0.03125,No,No,False
