experiment,pair,source_model,receiver_model,scenario_id,source_version,target_version,site,layer,target_expected,original_yes_logit,original_no_logit,original_margin,original_decision,patched_yes_logit,patched_no_logit,patched_margin,patched_decision,effect,destructive_effect,rescue_effect,flipped,destroyed_no,rescued_yes,patched_is_yes,patched_is_no
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,20,No,33.53125,33.59375,-0.0625,No,33.75,32.875,0.875,Yes,0.9375,0.9375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,21,No,33.53125,33.59375,-0.0625,No,33.71875,32.875,0.84375,Yes,0.90625,0.90625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,22,No,33.53125,33.59375,-0.0625,No,33.71875,32.875,0.84375,Yes,0.90625,0.90625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,23,No,33.53125,33.59375,-0.0625,No,33.71875,32.84375,0.875,Yes,0.9375,0.9375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,24,No,33.53125,33.59375,-0.0625,No,33.71875,32.84375,0.875,Yes,0.9375,0.9375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,25,No,33.53125,33.59375,-0.0625,No,33.71875,32.8125,0.90625,Yes,0.96875,0.96875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,26,No,33.53125,33.59375,-0.0625,No,33.75,32.875,0.875,Yes,0.9375,0.9375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103201,D,D,final,27,No,33.53125,33.59375,-0.0625,No,30.234375,31.28125,-1.046875,No,-0.984375,-0.984375,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,0,No,35.4375,35.75,-0.3125,No,35.4375,35.75,-0.3125,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,1,No,35.4375,35.75,-0.3125,No,35.40625,35.75,-0.34375,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,2,No,35.4375,35.75,-0.3125,No,35.40625,35.75,-0.34375,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,3,No,35.4375,35.75,-0.3125,No,35.40625,35.71875,-0.3125,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,4,No,35.4375,35.75,-0.3125,No,35.4375,35.75,-0.3125,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,5,No,35.4375,35.75,-0.3125,No,35.4375,35.75,-0.3125,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,6,No,35.4375,35.75,-0.3125,No,35.4375,35.71875,-0.28125,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,7,No,35.4375,35.75,-0.3125,No,35.40625,35.6875,-0.28125,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,8,No,35.4375,35.75,-0.3125,No,35.375,35.625,-0.25,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,9,No,35.4375,35.75,-0.3125,No,35.3125,35.5,-0.1875,No,0.125,0.125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,10,No,35.4375,35.75,-0.3125,No,35.28125,35.4375,-0.15625,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,11,No,35.4375,35.75,-0.3125,No,35.25,35.375,-0.125,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,12,No,35.4375,35.75,-0.3125,No,35.28125,35.375,-0.09375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,13,No,35.4375,35.75,-0.3125,No,35.25,35.375,-0.125,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,14,No,35.4375,35.75,-0.3125,No,35.1875,35.34375,-0.15625,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,15,No,35.4375,35.75,-0.3125,No,35.21875,35.3125,-0.09375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,16,No,35.4375,35.75,-0.3125,No,35.1875,35.28125,-0.09375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,17,No,35.4375,35.75,-0.3125,No,35.21875,35.3125,-0.09375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,18,No,35.4375,35.75,-0.3125,No,35.59375,35.0625,0.53125,Yes,0.84375,0.84375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,19,No,35.4375,35.75,-0.3125,No,35.75,34.8125,0.9375,Yes,1.25,1.25,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,20,No,35.4375,35.75,-0.3125,No,35.6875,34.46875,1.21875,Yes,1.53125,1.53125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,21,No,35.4375,35.75,-0.3125,No,35.65625,34.4375,1.21875,Yes,1.53125,1.53125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,22,No,35.4375,35.75,-0.3125,No,35.6875,34.46875,1.21875,Yes,1.53125,1.53125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,23,No,35.4375,35.75,-0.3125,No,35.625,34.375,1.25,Yes,1.5625,1.5625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,24,No,35.4375,35.75,-0.3125,No,35.65625,34.40625,1.25,Yes,1.5625,1.5625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,25,No,35.4375,35.75,-0.3125,No,35.6875,34.40625,1.28125,Yes,1.59375,1.59375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,26,No,35.4375,35.75,-0.3125,No,35.71875,34.4375,1.28125,Yes,1.59375,1.59375,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103208,D,D,final,27,No,35.4375,35.75,-0.3125,No,31.265625,32.0,-0.734375,No,-0.421875,-0.421875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,0,No,35.3125,35.6875,-0.375,No,35.28125,35.6875,-0.40625,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,1,No,35.3125,35.6875,-0.375,No,35.25,35.65625,-0.40625,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,2,No,35.3125,35.6875,-0.375,No,35.28125,35.65625,-0.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,3,No,35.3125,35.6875,-0.375,No,35.25,35.65625,-0.40625,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,4,No,35.3125,35.6875,-0.375,No,35.28125,35.6875,-0.40625,No,-0.03125,-0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,5,No,35.3125,35.6875,-0.375,No,35.3125,35.6875,-0.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,6,No,35.3125,35.6875,-0.375,No,35.3125,35.65625,-0.34375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,7,No,35.3125,35.6875,-0.375,No,35.28125,35.625,-0.34375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,8,No,35.3125,35.6875,-0.375,No,35.28125,35.59375,-0.3125,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,9,No,35.3125,35.6875,-0.375,No,35.1875,35.4375,-0.25,No,0.125,0.125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,10,No,35.3125,35.6875,-0.375,No,35.1875,35.40625,-0.21875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,11,No,35.3125,35.6875,-0.375,No,35.1875,35.375,-0.1875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,12,No,35.3125,35.6875,-0.375,No,35.1875,35.34375,-0.15625,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,13,No,35.3125,35.6875,-0.375,No,35.15625,35.3125,-0.15625,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,14,No,35.3125,35.6875,-0.375,No,35.0625,35.28125,-0.21875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,15,No,35.3125,35.6875,-0.375,No,35.09375,35.25,-0.15625,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,16,No,35.3125,35.6875,-0.375,No,35.09375,35.21875,-0.125,No,0.25,0.25,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,17,No,35.3125,35.6875,-0.375,No,35.125,35.28125,-0.15625,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,18,No,35.3125,35.6875,-0.375,No,35.03125,34.75,0.28125,Yes,0.65625,0.65625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,19,No,35.3125,35.6875,-0.375,No,34.96875,34.59375,0.375,Yes,0.75,0.75,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,20,No,35.3125,35.6875,-0.375,No,34.6875,34.3125,0.375,Yes,0.75,0.75,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,21,No,35.3125,35.6875,-0.375,No,34.65625,34.28125,0.375,Yes,0.75,0.75,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,22,No,35.3125,35.6875,-0.375,No,34.65625,34.25,0.40625,Yes,0.78125,0.78125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,23,No,35.3125,35.6875,-0.375,No,34.625,34.21875,0.40625,Yes,0.78125,0.78125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,24,No,35.3125,35.6875,-0.375,No,34.625,34.21875,0.40625,Yes,0.78125,0.78125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,25,No,35.3125,35.6875,-0.375,No,34.625,34.21875,0.40625,Yes,0.78125,0.78125,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,26,No,35.3125,35.6875,-0.375,No,34.625,34.25,0.375,Yes,0.75,0.75,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103239,D,D,final,27,No,35.3125,35.6875,-0.375,No,30.859375,32.03125,-1.171875,No,-0.796875,-0.796875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,0,No,33.9375,35.3125,-1.375,No,33.96875,35.34375,-1.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,1,No,33.9375,35.3125,-1.375,No,33.9375,35.3125,-1.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,2,No,33.9375,35.3125,-1.375,No,33.9375,35.3125,-1.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,3,No,33.9375,35.3125,-1.375,No,33.90625,35.28125,-1.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,4,No,33.9375,35.3125,-1.375,No,33.9375,35.3125,-1.375,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,5,No,33.9375,35.3125,-1.375,No,33.96875,35.3125,-1.34375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,6,No,33.9375,35.3125,-1.375,No,33.9375,35.28125,-1.34375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,7,No,33.9375,35.3125,-1.375,No,33.90625,35.25,-1.34375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,8,No,33.9375,35.3125,-1.375,No,33.90625,35.1875,-1.28125,No,0.09375,0.09375,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,9,No,33.9375,35.3125,-1.375,No,33.8125,35.09375,-1.28125,No,0.09375,0.09375,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,10,No,33.9375,35.3125,-1.375,No,33.8125,35.0625,-1.25,No,0.125,0.125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,11,No,33.9375,35.3125,-1.375,No,33.8125,35.03125,-1.21875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,12,No,33.9375,35.3125,-1.375,No,33.78125,35.0,-1.21875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,13,No,33.9375,35.3125,-1.375,No,33.78125,35.0,-1.21875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,14,No,33.9375,35.3125,-1.375,No,33.71875,34.96875,-1.25,No,0.125,0.125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,15,No,33.9375,35.3125,-1.375,No,33.71875,34.90625,-1.1875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,16,No,33.9375,35.3125,-1.375,No,33.71875,34.90625,-1.1875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,17,No,33.9375,35.3125,-1.375,No,33.75,34.90625,-1.15625,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,18,No,33.9375,35.3125,-1.375,No,34.09375,34.59375,-0.5,No,0.875,0.875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,19,No,33.9375,35.3125,-1.375,No,34.09375,34.40625,-0.3125,No,1.0625,1.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,20,No,33.9375,35.3125,-1.375,No,34.15625,34.03125,0.125,Yes,1.5,1.5,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,21,No,33.9375,35.3125,-1.375,No,34.1875,34.0625,0.125,Yes,1.5,1.5,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,22,No,33.9375,35.3125,-1.375,No,34.15625,34.03125,0.125,Yes,1.5,1.5,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,23,No,33.9375,35.3125,-1.375,No,34.15625,33.96875,0.1875,Yes,1.5625,1.5625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,24,No,33.9375,35.3125,-1.375,No,34.15625,33.96875,0.1875,Yes,1.5625,1.5625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,25,No,33.9375,35.3125,-1.375,No,34.1875,33.9375,0.25,Yes,1.625,1.625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,26,No,33.9375,35.3125,-1.375,No,34.21875,33.96875,0.25,Yes,1.625,1.625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103256,D,D,final,27,No,33.9375,35.3125,-1.375,No,30.59375,32.15625,-1.5625,No,-0.1875,-0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,0,No,37.25,38.125,-0.875,No,37.25,38.09375,-0.84375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,1,No,37.25,38.125,-0.875,No,37.25,38.09375,-0.84375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,2,No,37.25,38.125,-0.875,No,37.25,38.125,-0.875,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,3,No,37.25,38.125,-0.875,No,37.21875,38.0625,-0.84375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,4,No,37.25,38.125,-0.875,No,37.25,38.09375,-0.84375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,5,No,37.25,38.125,-0.875,No,37.25,38.125,-0.875,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,6,No,37.25,38.125,-0.875,No,37.21875,38.0625,-0.84375,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,7,No,37.25,38.125,-0.875,No,37.21875,38.03125,-0.8125,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,8,No,37.25,38.125,-0.875,No,37.1875,38.0,-0.8125,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,9,No,37.25,38.125,-0.875,No,37.1875,37.9375,-0.75,No,0.125,0.125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,10,No,37.25,38.125,-0.875,No,37.15625,37.875,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,11,No,37.25,38.125,-0.875,No,37.15625,37.875,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,12,No,37.25,38.125,-0.875,No,37.125,37.84375,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,13,No,37.25,38.125,-0.875,No,37.09375,37.8125,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,14,No,37.25,38.125,-0.875,No,37.03125,37.75,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,15,No,37.25,38.125,-0.875,No,37.03125,37.75,-0.71875,No,0.15625,0.15625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,16,No,37.25,38.125,-0.875,No,37.0625,37.75,-0.6875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,17,No,37.25,38.125,-0.875,No,37.0,37.6875,-0.6875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,18,No,37.25,38.125,-0.875,No,37.03125,37.0,0.03125,Yes,0.90625,0.90625,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,19,No,37.25,38.125,-0.875,No,37.09375,36.75,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,20,No,37.25,38.125,-0.875,No,36.6875,36.34375,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,21,No,37.25,38.125,-0.875,No,36.65625,36.3125,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,22,No,37.25,38.125,-0.875,No,36.625,36.28125,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,23,No,37.25,38.125,-0.875,No,36.59375,36.25,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,24,No,37.25,38.125,-0.875,No,36.5625,36.21875,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,25,No,37.25,38.125,-0.875,No,36.59375,36.25,0.34375,Yes,1.21875,1.21875,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,26,No,37.25,38.125,-0.875,No,36.625,36.25,0.375,Yes,1.25,1.25,,True,True,False,True,False
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103259,D,D,final,27,No,37.25,38.125,-0.875,No,31.71875,33.28125,-1.5625,No,-0.6875,-0.6875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,0,No,33.96875,34.625,-0.65625,No,33.96875,34.625,-0.65625,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,1,No,33.96875,34.625,-0.65625,No,33.9375,34.59375,-0.65625,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,2,No,33.96875,34.625,-0.65625,No,33.9375,34.59375,-0.65625,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,3,No,33.96875,34.625,-0.65625,No,33.90625,34.5625,-0.65625,No,0.0,0.0,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,4,No,33.96875,34.625,-0.65625,No,33.9375,34.5625,-0.625,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,5,No,33.96875,34.625,-0.65625,No,34.0,34.625,-0.625,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,6,No,33.96875,34.625,-0.65625,No,33.96875,34.59375,-0.625,No,0.03125,0.03125,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,7,No,33.96875,34.625,-0.65625,No,33.9375,34.53125,-0.59375,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,8,No,33.96875,34.625,-0.65625,No,33.90625,34.5,-0.59375,No,0.0625,0.0625,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,9,No,33.96875,34.625,-0.65625,No,33.875,34.34375,-0.46875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,10,No,33.96875,34.625,-0.65625,No,33.84375,34.3125,-0.46875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,11,No,33.96875,34.625,-0.65625,No,33.84375,34.28125,-0.4375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,12,No,33.96875,34.625,-0.65625,No,33.84375,34.25,-0.40625,No,0.25,0.25,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,13,No,33.96875,34.625,-0.65625,No,33.84375,34.28125,-0.4375,No,0.21875,0.21875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,14,No,33.96875,34.625,-0.65625,No,33.75,34.21875,-0.46875,No,0.1875,0.1875,,False,False,False,False,True
baseD_final_to_ciD_final_destructive,base_to_ci_same_D,base,ci,103336,D,D,final,15,No,33.96875,34.625,-0.65625,No,33.75,34.21875,-0.46875,No,0.1875,0.1875,,False,False,False,False,True
