pair,donor_model,receiver_model,donor,receiver,scenario_id,experiment,direction,source_version,target_version,site,layer,n_positions_patched,source_expected,target_expected,expected_direction,original_yes_logit,original_no_logit,original_margin,original_decision,patched_yes_logit,patched_no_logit,patched_margin,patched_decision,effect,aligned_effect,flipped,patched_matches_source_answer,patched_matches_target_answer
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,8,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.59375,35.40625,1.1875,Yes,-0.0625,-0.0625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,9,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.5625,35.53125,1.03125,Yes,-0.21875,-0.21875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,10,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.5625,35.5625,1.0,Yes,-0.25,-0.25,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,11,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.5625,35.59375,0.96875,Yes,-0.28125,-0.28125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,12,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.5625,35.59375,0.96875,Yes,-0.28125,-0.28125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,13,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.53125,35.53125,1.0,Yes,-0.25,-0.25,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,14,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.6875,35.65625,1.03125,Yes,-0.21875,-0.21875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,15,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.75,35.65625,1.09375,Yes,-0.15625,-0.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,16,1,Yes,No,1,36.59375,35.34375,1.25,Yes,36.8125,35.71875,1.09375,Yes,-0.15625,-0.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,17,1,Yes,No,1,36.59375,35.34375,1.25,Yes,37.09375,35.84375,1.25,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,18,1,Yes,No,1,36.59375,35.34375,1.25,Yes,41.09375,34.65625,6.4375,Yes,5.1875,5.1875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,19,1,Yes,No,1,36.59375,35.34375,1.25,Yes,41.90625,33.6875,8.21875,Yes,6.96875,6.96875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,20,1,Yes,No,1,36.59375,35.34375,1.25,Yes,43.4375,31.078125,12.359375,Yes,11.109375,11.109375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,21,1,Yes,No,1,36.59375,35.34375,1.25,Yes,43.625,31.03125,12.59375,Yes,11.34375,11.34375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,22,1,Yes,No,1,36.59375,35.34375,1.25,Yes,43.65625,31.125,12.53125,Yes,11.28125,11.28125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,23,1,Yes,No,1,36.59375,35.34375,1.25,Yes,43.75,30.859375,12.890625,Yes,11.640625,11.640625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,24,1,Yes,No,1,36.59375,35.34375,1.25,Yes,43.78125,30.84375,12.9375,Yes,11.6875,11.6875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,25,1,Yes,No,1,36.59375,35.34375,1.25,Yes,44.15625,30.515625,13.640625,Yes,12.390625,12.390625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,26,1,Yes,No,1,36.59375,35.34375,1.25,Yes,44.28125,30.25,14.03125,Yes,12.78125,12.78125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,A_to_C,A,C,final,27,1,Yes,No,1,36.59375,35.34375,1.25,Yes,37.875,27.6875,10.1875,Yes,8.9375,8.9375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,0,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,29.8125,13.4375,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,1,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.21875,29.78125,13.4375,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,2,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,29.765625,13.484375,Yes,0.046875,-0.046875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,3,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,29.78125,13.46875,Yes,0.03125,-0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,4,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.21875,29.78125,13.4375,Yes,0.0,-0.0,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,5,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.21875,29.765625,13.453125,Yes,0.015625,-0.015625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,6,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.21875,29.796875,13.421875,Yes,-0.015625,0.015625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,7,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,29.84375,13.40625,Yes,-0.03125,0.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,8,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.28125,29.921875,13.359375,Yes,-0.078125,0.078125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,9,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,30.109375,13.140625,Yes,-0.296875,0.296875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,10,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.28125,30.140625,13.140625,Yes,-0.296875,0.296875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,11,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.28125,30.15625,13.125,Yes,-0.3125,0.3125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,12,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.3125,30.21875,13.09375,Yes,-0.34375,0.34375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,13,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.34375,30.21875,13.125,Yes,-0.3125,0.3125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,14,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.3125,30.171875,13.140625,Yes,-0.296875,0.296875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,15,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.3125,30.28125,13.03125,Yes,-0.40625,0.40625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,16,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.25,30.328125,12.921875,Yes,-0.515625,0.515625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,17,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,43.09375,30.4375,12.65625,Yes,-0.78125,0.78125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,18,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,41.09375,34.34375,6.75,Yes,-6.6875,6.6875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,19,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,39.65625,35.9375,3.71875,Yes,-9.71875,9.71875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,20,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.6875,36.875,0.8125,Yes,-12.625,12.625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,21,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.5,36.71875,0.78125,Yes,-12.65625,12.65625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,22,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.46875,36.75,0.71875,Yes,-12.71875,12.71875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,23,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.375,36.84375,0.53125,Yes,-12.90625,12.90625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,24,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.375,36.875,0.5,Yes,-12.9375,12.9375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,25,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.0,36.8125,0.1875,Yes,-13.25,13.25,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,26,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.8125,36.875,-0.0625,No,-13.5,13.5,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,final_AC,C_to_A,C,A,final,27,1,No,Yes,-1,43.25,29.8125,13.4375,Yes,32.59375,34.1875,-1.59375,No,-15.03125,15.03125,True,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,0,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.21875,29.890625,13.328125,Yes,12.078125,12.078125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,1,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.21875,29.875,13.34375,Yes,12.09375,12.09375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,2,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.25,29.90625,13.34375,Yes,12.09375,12.09375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,3,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.21875,29.921875,13.296875,Yes,12.046875,12.046875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,4,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.21875,29.9375,13.28125,Yes,12.03125,12.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,5,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.21875,29.9375,13.28125,Yes,12.03125,12.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,6,2,Yes,No,1,36.59375,35.34375,1.25,Yes,43.15625,30.0,13.15625,Yes,11.90625,11.90625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,7,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.96875,30.125,12.84375,Yes,11.59375,11.59375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,8,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.84375,30.296875,12.546875,Yes,11.296875,11.296875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,9,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.65625,30.265625,12.390625,Yes,11.140625,11.140625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,10,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.65625,30.28125,12.375,Yes,11.125,11.125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,11,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.53125,30.3125,12.21875,Yes,10.96875,10.96875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,12,2,Yes,No,1,36.59375,35.34375,1.25,Yes,42.25,30.578125,11.671875,Yes,10.421875,10.421875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,13,2,Yes,No,1,36.59375,35.34375,1.25,Yes,41.40625,31.390625,10.015625,Yes,8.765625,8.765625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,14,2,Yes,No,1,36.59375,35.34375,1.25,Yes,41.03125,31.546875,9.484375,Yes,8.234375,8.234375,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,15,2,Yes,No,1,36.59375,35.34375,1.25,Yes,39.875,32.71875,7.15625,Yes,5.90625,5.90625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,16,2,Yes,No,1,36.59375,35.34375,1.25,Yes,38.78125,34.0,4.78125,Yes,3.53125,3.53125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,17,2,Yes,No,1,36.59375,35.34375,1.25,Yes,37.875,34.90625,2.96875,Yes,1.71875,1.71875,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,18,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.78125,35.375,1.40625,Yes,0.15625,0.15625,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,19,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.6875,35.40625,1.28125,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,20,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.65625,35.40625,1.25,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,21,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.625,35.375,1.25,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,22,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.625,35.375,1.25,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,23,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.625,35.34375,1.28125,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,24,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.625,35.34375,1.28125,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,25,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.625,35.34375,1.28125,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,26,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.59375,35.3125,1.28125,Yes,0.03125,0.03125,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,A_to_C,A,C,purpose_span,27,2,Yes,No,1,36.59375,35.34375,1.25,Yes,36.59375,35.34375,1.25,Yes,0.0,0.0,False,True,False
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,0,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.5625,35.28125,1.28125,Yes,-12.15625,12.15625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,1,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.53125,35.34375,1.1875,Yes,-12.25,12.25,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,2,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.46875,35.375,1.09375,Yes,-12.34375,12.34375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,3,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.5625,35.34375,1.21875,Yes,-12.21875,12.21875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,4,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.625,35.3125,1.3125,Yes,-12.125,12.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,5,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,36.6875,35.28125,1.40625,Yes,-12.03125,12.03125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,6,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.09375,35.21875,1.875,Yes,-11.5625,11.5625,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,7,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.3125,35.25,2.0625,Yes,-11.375,11.375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,8,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.5,35.25,2.25,Yes,-11.1875,11.1875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,9,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,38.09375,35.5,2.59375,Yes,-10.84375,10.84375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,10,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,37.90625,35.59375,2.3125,Yes,-11.125,11.125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,11,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,38.25,35.53125,2.71875,Yes,-10.71875,10.71875,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,12,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,38.875,35.25,3.625,Yes,-9.8125,9.8125,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,13,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,40.40625,34.0625,6.34375,Yes,-7.09375,7.09375,False,False,True
ci_to_base,huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen/Qwen2.5-7B-Instruct,ci,base,103108,purpose_span_AC,C_to_A,C,A,purpose_span,14,2,No,Yes,-1,43.25,29.8125,13.4375,Yes,41.03125,33.46875,7.5625,Yes,-5.875,5.875,False,False,True
