scenario_id,domain,recipient_allowed_tok_len,recipient_disallowed_tok_len,purpose_allowed_tok_len,purpose_disallowed_tok_len,recipient_length_matched,purpose_length_matched,both_length_matched,prompt_A_len,prompt_D_len,final_answer_idx_A,final_answer_idx_D,use_final_AB,use_final_AC,use_final_AD,use_recipient_AB,use_recipient_CD,use_purpose_AC,use_purpose_BD,use_both_AD,improve_B,improve_C,improve_D,base_A_correct,base_B_correct,base_C_correct,base_D_correct,ci_A_correct,ci_B_correct,ci_C_correct,ci_D_correct,base_A_margin,base_B_margin,base_C_margin,base_D_margin,ci_A_margin,ci_B_margin,ci_C_margin,ci_D_margin,both_clean_AB,both_clean_AC,both_clean_AD,patch_final_AD,patch_recipient_AB_lasttok,patch_purpose_AC_lasttok,patch_recipient_AB_strictspan,patch_purpose_AC_strictspan,patch_both_AD_strictspan,improve_B_uncapped,improve_C_uncapped,improve_D_uncapped
101975,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,True,13.0625,11.125,0.09375,0.65625,13.078125,11.015625,-0.78125,-0.4375,False,False,True,True,False,False,False,False,True,False,True,True
101979,mental_health,2,2,2,2,True,True,True,77,77,76,76,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.421875,8.1875,9.6875,1.6875,12.1875,6.5,8.8125,-0.03125,False,False,True,True,False,False,False,False,True,False,False,True
101985,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,8.53125,4.84375,4.53125,0.15625,7.71875,4.1875,3.5,-1.0,False,False,True,True,False,False,False,False,True,False,False,True
101997,mental_health,2,2,2,2,True,True,True,86,86,85,85,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,3.625,-6.90625,0.28125,-15.34375,3.34375,-9.40625,-0.8125,-17.609375,False,True,False,False,False,True,False,True,False,False,True,False
102010,mental_health,2,2,2,2,True,True,True,86,86,85,85,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,3.625,0.375,4.125,-0.09375,3.34375,-0.75,3.53125,-1.125,True,False,False,False,True,False,True,False,False,True,False,False
102042,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,7.78125,0.75,-9.0,-26.671875,5.75,-1.1875,-12.046875,-26.9375,True,False,False,False,True,False,True,False,False,True,False,False
102046,mental_health,2,2,2,2,True,True,True,82,82,81,81,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.03125,9.65625,3.3125,0.3125,15.703125,8.90625,1.71875,-1.1875,False,False,True,True,False,False,False,False,True,False,False,True
102048,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,7.78125,0.75,5.34375,-14.828125,5.75,-1.1875,3.0625,-15.390625,True,False,False,False,True,False,True,False,False,True,False,False
102064,mental_health,2,2,2,2,True,True,True,86,86,85,85,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,3.625,1.5625,0.28125,-2.0625,3.34375,0.75,-0.8125,-3.1875,False,True,False,False,False,True,False,True,False,False,True,False
102092,mental_health,2,2,2,2,True,True,True,91,91,90,90,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.796875,11.359375,5.40625,0.90625,13.515625,10.453125,3.75,-1.8125,False,False,True,True,False,False,False,False,True,False,False,True
102097,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,6.59375,7.625,2.0,1.03125,6.40625,7.125,2.53125,-0.21875,False,False,True,True,False,False,False,False,True,False,False,True
102112,mental_health,2,2,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,10.890625,10.953125,1.21875,0.53125,10.0625,10.03125,0.3125,-0.5625,False,False,True,True,False,False,False,False,True,False,False,True
102132,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,14.828125,11.1875,9.34375,0.53125,15.234375,11.390625,9.09375,-0.65625,False,False,True,True,False,False,False,False,True,False,False,True
102141,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,17.296875,0.09375,15.53125,-5.34375,17.53125,-0.375,15.765625,-5.6875,True,False,False,False,True,False,True,False,False,True,False,False
102143,mental_health,2,2,2,2,True,True,True,87,87,86,86,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,11.75,8.859375,3.1875,1.375,11.359375,7.375,1.46875,-1.21875,False,False,True,True,False,False,False,False,True,False,False,True
102146,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,11.328125,9.265625,-1.875,0.1875,11.25,9.46875,-2.78125,-0.40625,False,False,True,True,False,False,False,False,True,False,False,True
102150,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,17.296875,0.09375,8.03125,-9.46875,17.53125,-0.375,7.28125,-10.1875,True,False,False,False,True,False,True,False,False,True,False,False
102183,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,11.328125,8.5,-1.875,0.34375,11.25,8.65625,-2.78125,-0.59375,False,False,True,True,False,False,False,False,True,False,False,True
102187,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,7.953125,6.75,3.6875,1.375,8.0,6.09375,2.59375,0.0,False,False,True,True,False,False,False,False,True,False,False,True
102194,mental_health,2,2,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,9.296875,4.59375,6.3125,0.53125,9.3125,3.65625,6.03125,-1.875,False,False,True,True,False,False,False,False,True,False,False,True
102210,mental_health,2,2,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,16.46875,8.484375,9.0625,0.28125,17.390625,8.609375,8.0,-1.5,False,False,True,True,False,False,False,False,True,False,False,True
102215,mental_health,2,2,2,2,True,True,True,91,91,90,90,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.796875,9.71875,5.40625,1.03125,13.515625,9.03125,3.75,-1.34375,False,False,True,True,False,False,False,False,True,False,False,True
102232,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,8.53125,6.328125,4.46875,0.59375,7.71875,5.6875,3.0625,-0.90625,False,False,True,True,False,False,False,False,True,False,False,True
102242,mental_health,2,2,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.640625,10.75,6.4375,0.03125,12.9375,9.9375,5.25,-2.1875,False,False,True,True,False,False,False,False,True,False,False,True
102269,mental_health,2,2,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.671875,5.8125,11.515625,0.84375,14.046875,4.1875,11.5625,-0.34375,False,False,True,True,False,False,False,False,True,False,False,True
102285,mental_health,2,2,2,2,True,True,True,92,92,91,91,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.015625,9.703125,7.1875,1.0625,15.21875,9.0,6.21875,-1.15625,False,False,True,True,False,False,False,False,True,False,False,True
102308,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.875,10.890625,3.71875,0.15625,13.0,10.78125,1.9375,-1.09375,False,False,True,True,False,False,False,False,True,False,False,True
102334,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.59375,9.78125,6.6875,1.625,13.46875,8.40625,5.1875,-0.90625,False,False,True,True,False,False,False,False,True,False,False,True
102360,mental_health,2,2,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,14.828125,12.0625,3.6875,0.75,15.234375,12.296875,3.0625,0.0,False,False,True,True,False,False,False,False,True,False,False,True
102393,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.28125,8.8125,3.0625,0.15625,16.375,8.84375,2.21875,-0.75,False,False,True,True,False,False,False,False,True,False,False,True
102429,mental_health,2,2,2,2,True,True,True,80,80,79,79,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.921875,11.09375,4.03125,0.25,16.25,10.53125,2.90625,-0.78125,False,False,True,True,False,False,False,False,True,False,False,True
102441,mental_health,2,2,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.28125,9.5625,6.84375,0.46875,16.375,9.90625,6.8125,-0.71875,False,False,True,True,False,False,False,False,True,False,False,True
102470,mental_health,2,2,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,13.734375,11.640625,10.15625,3.21875,14.09375,10.578125,9.1875,-1.03125,False,False,True,True,False,False,False,False,True,False,False,True
102480,mental_health,2,2,2,2,True,True,True,82,82,81,81,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,11.359375,11.40625,-2.71875,0.59375,9.46875,9.9375,-4.40625,-0.90625,False,False,True,True,False,False,False,False,True,False,False,True
102503,mental_health,2,2,2,2,True,True,True,90,90,89,89,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,12.4375,6.09375,8.78125,0.4375,12.046875,5.6875,7.65625,-0.78125,False,False,True,True,False,False,False,False,True,False,False,True
102514,healthcare,3,2,2,3,False,False,False,78,78,77,77,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,14.890625,1.59375,0.53125,-8.078125,15.4375,0.3125,-0.59375,-9.84375,False,True,False,False,False,True,False,False,False,False,True,False
102538,healthcare,3,2,2,2,False,True,False,79,78,78,77,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,8.125,2.625,0.15625,-2.84375,6.71875,1.90625,-1.75,-4.3125,False,True,False,False,False,True,False,True,False,False,True,False
102540,healthcare,3,2,2,3,False,False,False,78,78,77,77,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,14.890625,4.625,0.53125,-7.5625,15.4375,4.0,-0.59375,-8.078125,False,True,False,False,False,True,False,False,False,False,True,False
102553,healthcare,3,2,2,2,False,True,False,84,83,83,82,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,16.203125,2.625,0.0625,-5.84375,16.8125,1.5,-0.65625,-6.8125,False,True,False,False,False,True,False,True,False,False,True,False
102559,healthcare,3,2,2,2,False,True,False,81,80,80,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,19.671875,15.78125,5.46875,1.28125,20.3125,15.859375,4.0,-0.3125,False,False,True,True,False,False,False,False,False,False,False,True
102560,healthcare,3,2,2,2,False,True,False,79,78,78,77,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,17.671875,10.328125,4.0625,0.4375,17.953125,9.65625,2.8125,-1.09375,False,False,True,True,False,False,False,False,False,False,False,True
102561,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,6.46875,-6.71875,0.6875,0.34375,6.0625,-9.0625,0.5,-1.25,False,False,True,True,False,False,False,False,False,False,False,True
102586,healthcare,3,2,2,2,False,True,False,82,81,81,80,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,16.734375,11.15625,1.4375,-4.3125,17.1875,10.125,-0.5625,-7.0,False,True,False,False,False,True,False,True,False,False,True,False
102596,healthcare,3,2,2,2,False,True,False,77,76,76,75,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,19.28125,9.125,13.46875,0.15625,19.84375,8.71875,13.21875,-0.46875,False,False,True,True,False,False,False,False,False,False,False,True
102600,healthcare,3,2,2,2,False,True,False,81,80,80,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,16.71875,12.71875,7.03125,1.28125,17.8125,12.859375,5.75,-0.40625,False,False,True,True,False,False,False,False,False,False,False,True
102646,healthcare,3,2,2,2,False,True,False,81,80,80,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,19.671875,10.21875,14.015625,1.5625,20.3125,9.375,13.484375,-0.34375,False,False,True,True,False,False,False,False,False,False,False,True
102648,healthcare,3,3,2,2,True,True,True,82,82,81,81,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,16.90625,9.40625,11.03125,2.65625,17.671875,7.78125,10.84375,0.0,False,False,True,True,False,False,False,False,True,False,False,True
102663,healthcare,3,2,2,3,False,False,False,80,80,79,79,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,20.03125,12.21875,9.0,1.5625,20.65625,10.71875,7.03125,-0.375,False,False,True,True,False,False,False,False,False,False,False,True
102667,healthcare,3,3,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,8.125,0.40625,0.15625,-7.234375,6.71875,-0.15625,-1.75,-9.3125,True,True,False,False,True,True,True,True,False,True,True,False
102681,healthcare,3,3,2,2,True,True,True,85,85,84,84,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,6.0625,-2.3125,0.53125,-3.984375,5.78125,-3.90625,-2.125,-7.34375,False,True,False,False,False,True,False,True,False,False,True,False
102704,healthcare,3,2,2,2,False,True,False,81,80,80,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,18.40625,8.8125,13.671875,0.0625,19.21875,8.65625,13.78125,-0.59375,False,False,True,True,False,False,False,False,False,False,False,True
102734,healthcare,3,3,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.75,8.84375,11.0,1.46875,17.21875,9.65625,11.875,-0.28125,False,False,True,True,False,False,False,False,True,False,False,True
102761,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,18.75,8.5,13.40625,0.59375,19.890625,8.0625,13.84375,-1.25,False,False,True,True,False,False,False,False,False,False,False,True
102770,healthcare,3,3,2,3,True,False,False,87,88,86,87,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,12.28125,6.0625,6.03125,0.5,13.84375,6.8125,5.59375,-0.28125,False,False,True,True,False,False,False,False,False,False,False,True
102772,healthcare,3,2,2,2,False,True,False,85,84,84,83,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,6.0625,-0.15625,0.53125,-3.5,5.78125,-1.0625,-2.125,-6.84375,False,True,False,False,False,True,False,True,False,False,True,False
102777,healthcare,3,2,2,2,False,True,False,90,89,89,88,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,8.3125,0.625,1.0625,-2.1875,6.375,-1.25,-0.6875,-4.65625,True,True,False,False,True,True,False,True,False,True,True,False
102782,healthcare,3,2,2,3,False,False,False,78,78,77,77,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,12.390625,6.03125,5.5,0.1875,13.375,6.5,6.25,-0.09375,False,False,True,True,False,False,False,False,False,False,False,True
102789,healthcare,3,2,2,3,False,False,False,80,80,79,79,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,18.75,8.5,11.359375,0.0625,19.890625,8.0625,12.3125,-1.03125,False,False,True,True,False,False,False,False,False,False,False,True
102794,healthcare,3,2,2,2,False,True,False,90,89,89,88,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,8.3125,-3.78125,1.0625,-8.609375,6.375,-5.09375,-0.6875,-11.078125,False,True,False,False,False,True,False,True,False,False,True,False
102820,healthcare,3,2,2,2,False,True,False,79,78,78,77,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,12.359375,4.40625,0.28125,-0.3125,12.3125,4.40625,-0.4375,-0.78125,False,True,False,False,False,True,False,True,False,False,True,False
102823,healthcare,3,2,2,3,False,False,False,90,90,89,89,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,8.3125,0.78125,-2.3125,-7.84375,6.375,-1.09375,-4.40625,-10.890625,True,False,False,False,True,False,False,False,False,True,False,False
102833,healthcare,3,2,2,2,False,True,False,85,84,84,83,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,16.671875,9.78125,6.9375,0.5,17.96875,10.3125,6.59375,-0.15625,False,False,True,True,False,False,False,False,False,False,False,True
102844,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,17.203125,9.34375,0.90625,-2.25,17.78125,8.9375,-0.375,-3.84375,False,True,False,False,False,True,False,True,False,False,True,False
102852,healthcare,3,2,2,2,False,True,False,86,85,85,84,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,12.234375,1.8125,-3.15625,-8.359375,10.625,-1.125,-6.0625,-11.875,True,False,False,False,True,False,False,False,False,True,False,False
102868,healthcare,3,2,2,2,False,True,False,94,93,93,92,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,True,15.28125,1.46875,1.90625,-12.328125,14.8125,-0.5625,0.375,-15.078125,True,False,False,False,True,False,False,False,False,True,False,False
102898,healthcare,3,2,2,2,False,True,False,88,87,87,86,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,7.6875,6.5625,-2.28125,0.3125,6.78125,5.625,-2.84375,-0.9375,False,False,True,True,False,False,False,False,False,False,False,True
102927,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,6.46875,0.3125,0.6875,8.0,6.0625,-0.0625,0.5,8.375,True,False,False,False,True,False,False,False,False,True,False,False
102946,healthcare,3,2,2,2,False,True,False,78,77,77,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,15.71875,9.125,9.40625,0.75,16.71875,9.375,9.09375,-1.125,False,False,True,True,False,False,False,False,False,False,False,True
102949,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,6.46875,0.3125,-16.28125,-6.5,6.0625,-0.0625,-18.453125,-8.328125,True,False,False,False,True,False,False,False,False,True,False,False
102969,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,15.375,11.78125,2.75,0.46875,16.203125,12.125,1.46875,-0.4375,False,False,True,True,False,False,False,False,False,False,False,True
102993,healthcare,3,3,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,17.671875,6.875,11.109375,0.0625,17.296875,5.90625,9.59375,-1.59375,False,False,True,True,False,False,False,False,True,False,False,True
102996,healthcare,3,2,2,3,False,False,False,86,86,85,85,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,12.234375,1.8125,-1.28125,-12.578125,10.625,-1.125,-5.34375,-16.9375,True,False,False,False,True,False,False,False,False,True,False,False
103037,healthcare,3,2,2,2,False,True,False,82,81,81,80,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,16.734375,9.25,1.4375,-5.84375,17.1875,8.75,-0.5625,-7.53125,False,True,False,False,False,True,False,True,False,False,True,False
103047,healthcare,3,2,2,2,False,True,False,78,77,77,76,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,17.671875,4.0,1.375,-6.15625,17.296875,2.6875,-0.1875,-8.625,False,True,False,False,False,True,False,True,False,False,True,False
103070,healthcare,3,2,2,2,False,True,False,82,81,81,80,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,16.734375,11.875,6.625,0.65625,17.1875,11.59375,4.65625,-1.25,False,False,True,True,False,False,False,False,False,False,False,True
103074,healthcare,3,2,2,2,False,True,False,85,84,84,83,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,17.953125,10.0625,12.828125,1.15625,19.078125,9.6875,13.15625,-0.09375,False,False,True,True,False,False,False,False,False,False,False,True
103090,healthcare,3,3,2,3,True,False,False,84,85,83,84,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,14.65625,8.84375,6.546875,0.1875,16.09375,9.53125,6.75,-0.21875,False,False,True,True,False,False,False,False,False,False,False,True
103101,healthcare,3,2,2,2,False,True,False,84,83,83,82,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,14.65625,6.75,7.140625,0.4375,16.09375,6.5625,7.40625,-0.46875,False,False,True,True,False,False,False,False,False,False,False,True
103108,healthcare,3,2,2,2,False,True,False,84,83,83,82,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,13.4375,7.0,1.21875,0.53125,14.171875,6.78125,0.0,-0.4375,False,True,False,False,False,True,False,True,False,False,True,True
103124,healthcare,3,3,2,2,True,True,True,81,81,80,80,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.953125,11.1875,5.375,0.5625,16.640625,11.3125,4.0,-0.9375,False,False,True,True,False,False,False,False,True,False,False,True
103156,healthcare,3,2,2,2,False,True,False,84,83,83,82,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,16.203125,6.6875,8.25,1.28125,16.8125,5.4375,6.84375,-0.375,False,False,True,True,False,False,False,False,False,False,False,True
103163,healthcare,3,3,2,3,True,False,False,85,86,84,85,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.671875,10.0625,8.6875,0.5625,17.96875,10.1875,8.4375,-0.40625,False,False,True,True,False,False,False,False,False,False,False,True
103167,healthcare,3,3,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,16.203125,8.03125,0.0625,0.3125,16.8125,7.625,-0.65625,-0.8125,False,True,True,True,False,True,False,True,True,False,True,True
103184,healthcare,3,2,2,3,False,False,False,94,94,93,93,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,15.28125,1.46875,-1.71875,-13.828125,14.8125,-0.5625,-3.125,-15.625,True,False,False,False,True,False,False,False,False,True,False,False
103188,healthcare,3,2,2,2,False,True,False,86,85,85,84,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,12.234375,6.84375,4.09375,0.28125,10.625,4.46875,1.5625,-2.84375,False,False,True,True,False,False,False,False,False,False,False,True
103195,healthcare,3,2,2,2,False,True,False,78,77,77,76,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,17.671875,6.96875,1.375,-4.8125,17.296875,6.28125,-0.1875,-6.40625,False,True,False,False,False,True,False,True,False,False,True,False
103200,healthcare,3,3,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.71875,8.34375,2.125,0.625,16.71875,8.84375,1.25,-0.3125,False,False,True,True,False,False,False,False,True,False,False,True
103201,healthcare,3,2,2,2,False,True,False,78,77,77,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,14.890625,4.625,4.65625,0.875,15.4375,4.0,3.59375,-0.0625,False,False,True,True,False,False,False,False,False,False,False,True
103208,healthcare,3,2,2,3,False,False,False,81,81,80,80,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.71875,10.296875,9.03125,1.25,17.8125,10.0,8.5,-0.3125,False,False,True,True,False,False,False,False,False,False,False,True
103235,healthcare,3,2,2,2,False,True,False,79,78,78,77,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,12.359375,6.5625,0.28125,1.5625,12.3125,6.5,-0.4375,0.9375,False,True,False,False,False,True,False,True,False,False,True,False
103239,healthcare,3,2,2,3,False,False,False,82,82,81,81,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,16.171875,10.671875,6.40625,0.375,17.046875,10.25,6.375,-0.34375,False,False,True,True,False,False,False,False,False,False,False,True
103256,healthcare,3,2,2,2,False,True,False,82,81,81,80,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,16.171875,10.671875,-2.25,0.21875,17.046875,10.25,-3.84375,-1.34375,False,False,True,True,False,False,False,False,False,False,False,True
103259,healthcare,3,3,2,2,True,True,True,83,83,82,82,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,15.75,8.84375,2.375,0.34375,17.21875,9.65625,1.40625,-0.84375,False,False,True,True,False,False,False,False,True,False,False,True
103310,healthcare,3,3,2,2,True,True,True,79,79,78,78,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,8.125,0.40625,-1.0,-11.796875,6.71875,-0.15625,-2.40625,-13.09375,True,False,False,False,True,False,True,False,False,True,False,False
103316,healthcare,3,2,2,2,False,True,False,84,83,83,82,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,13.4375,2.34375,1.21875,-6.03125,14.171875,1.90625,0.0,-7.6875,False,True,False,False,False,True,False,True,False,False,True,False
103336,healthcare,3,2,2,2,False,True,False,78,77,77,76,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,14.890625,6.75,4.65625,0.59375,15.4375,6.0,3.59375,-0.65625,False,False,True,True,False,False,False,False,False,False,False,True
103354,healthcare,3,3,2,2,True,True,True,84,84,83,83,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,True,13.4375,2.34375,1.21875,0.21875,14.171875,1.6875,0.0,-0.6875,False,False,True,True,False,False,False,False,True,False,True,True
103377,healthcare,3,2,2,2,False,True,False,81,80,80,79,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,19.875,13.171875,9.21875,0.90625,20.703125,13.5625,8.53125,-0.09375,False,False,True,True,False,False,False,False,False,False,False,True
103382,healthcare,3,3,2,2,True,True,True,78,78,77,77,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,17.671875,6.875,6.9375,0.4375,17.296875,5.90625,5.125,-1.5,False,False,True,True,False,False,False,False,True,False,False,True
103420,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,15.375,10.71875,5.0,0.4375,16.203125,10.75,3.71875,-0.8125,False,False,True,True,False,False,False,False,False,False,False,True
103459,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,17.203125,12.4375,0.90625,-1.75,17.78125,12.171875,-0.375,-3.125,False,True,False,False,False,True,False,True,False,False,True,False
103460,healthcare,3,2,2,2,False,True,False,80,79,79,78,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,20.03125,6.375,14.953125,1.53125,20.65625,4.90625,15.0625,-0.15625,False,False,True,True,False,False,False,False,False,False,False,True
